Fold 1,Fold 2,Fold 3,Fold 4,Fold 5,Fold 6,Fold 7,Fold 8
0.5714285714285714,0.6756756756756757,0.62,0.8866328257191202,0.7659235668789809,0.43157894736842106,0.5828571428571429,0.770764119601329
0.6285714285714286,0.6486486486486487,0.68,0.8595600676818951,0.8694267515923567,0.519298245614035,0.5714285714285714,0.7940199335548173
0.6285714285714286,0.6756756756756757,0.54,0.9272419627749577,0.8152866242038217,0.49473684210526314,0.66,0.8272425249169435
