Fold 1,Fold 2,Fold 3,Fold 4,Fold 5,Fold 6,Fold 7,Fold 8
0.4,0.4864864864864865,0.52,0.8595600676818951,0.5414012738853503,0.47719298245614034,0.5142857142857142,0.5614617940199336
