Fold 1,Fold 2,Fold 3,Fold 4,Fold 5,Fold 6,Fold 7,Fold 8
0.4857142857142857,0.5945945945945946,0.6,0.8155668358714044,0.4888535031847134,0.7052631578947368,0.5685714285714286,0.5930232558139535
