Fold 1,Fold 2,Fold 3,Fold 4,Fold 5,Fold 6,Fold 7,Fold 8
0.5714285714285714,0.7027027027027027,0.48,0.8612521150592216,0.5764331210191083,0.7543859649122807,0.6171428571428571,0.7275747508305648
0.6,0.7027027027027027,0.46,0.7868020304568528,0.5843949044585988,0.5263157894736842,0.6257142857142857,0.579734219269103
0.6,0.6756756756756757,0.58,0.8189509306260575,0.606687898089172,0.5157894736842106,0.6028571428571429,0.5415282392026578
0.5142857142857142,0.7027027027027027,0.52,0.7935702199661591,0.5445859872611465,0.7228070175438597,0.5971428571428572,0.7358803986710963
0.6285714285714286,0.6216216216216216,0.54,0.6988155668358714,0.5573248407643312,0.5298245614035088,0.6257142857142857,0.7491694352159468
0.5714285714285714,0.6216216216216216,0.6,0.8764805414551607,0.554140127388535,0.5263157894736842,0.6257142857142857,0.606312292358804
0.7428571428571429,0.6216216216216216,0.56,0.6395939086294417,0.5780254777070064,0.5228070175438596,0.6457142857142857,0.729235880398671
0.6,0.7027027027027027,0.56,0.9086294416243654,0.5796178343949044,0.6526315789473685,0.52,0.5431893687707641
0.5714285714285714,0.6216216216216216,0.46,0.8071065989847716,0.5557324840764332,0.7614035087719299,0.5,0.5249169435215947
0.5142857142857142,0.7297297297297297,0.52,0.8426395939086294,0.6592356687898089,0.7403508771929824,0.4828571428571429,0.7275747508305648
0.4857142857142857,0.5135135135135135,0.54,0.7461928934010152,0.5589171974522293,0.6771929824561403,0.46,0.4152823920265781
0.45714285714285713,0.5675675675675675,0.7,0.856175972927242,0.5366242038216561,0.712280701754386,0.48,0.5764119601328903
0.4857142857142857,0.5945945945945946,0.52,0.766497461928934,0.5636942675159236,0.7614035087719299,0.49142857142857144,0.6993355481727574
0.4857142857142857,0.6216216216216216,0.5,0.8274111675126904,0.4570063694267516,0.712280701754386,0.4857142857142857,0.5481727574750831
0.5714285714285714,0.6486486486486487,0.5,0.9187817258883249,0.5684713375796179,0.7543859649122807,0.5857142857142857,0.6578073089700996
0.6285714285714286,0.7027027027027027,0.46,0.8392554991539763,0.6114649681528662,0.7263157894736842,0.62,0.5813953488372093
0.5428571428571428,0.7297297297297297,0.5,0.8240270727580372,0.6337579617834395,0.7263157894736842,0.6571428571428571,0.6046511627906976
0.5714285714285714,0.6216216216216216,0.44,0.7969543147208121,0.6226114649681529,0.7719298245614035,0.6342857142857142,0.6229235880398671
0.6,0.6216216216216216,0.52,0.47884940778341795,0.7659235668789809,0.543859649122807,0.5542857142857143,0.717607973421927
0.6571428571428571,0.6216216216216216,0.58,0.8612521150592216,0.5748407643312102,0.5754385964912281,0.6057142857142858,0.6694352159468439
0.6857142857142857,0.6216216216216216,0.54,0.7225042301184433,0.5828025477707006,0.5263157894736842,0.6628571428571428,0.5813953488372093
0.6,0.7297297297297297,0.54,0.61082910321489,0.660828025477707,0.5719298245614035,0.5571428571428572,0.579734219269103
0.5428571428571428,0.7297297297297297,0.62,0.6209813874788495,0.48089171974522293,0.7473684210526316,0.6628571428571428,0.6760797342192691
0.5428571428571428,0.6216216216216216,0.52,0.871404399323181,0.7245222929936306,0.5052631578947369,0.4942857142857143,0.4833887043189369
0.4,0.6486486486486487,0.62,0.7478849407783418,0.5509554140127388,0.7087719298245614,0.5428571428571428,0.4335548172757475
0.42857142857142855,0.5405405405405406,0.58,0.6700507614213198,0.5684713375796179,0.6877192982456141,0.5314285714285715,0.6627906976744186
0.4857142857142857,0.5135135135135135,0.58,0.7309644670050761,0.5414012738853503,0.4456140350877193,0.49142857142857144,0.4601328903654485
0.5142857142857142,0.6756756756756757,0.58,0.7326565143824028,0.3837579617834395,0.6842105263157895,0.5142857142857142,0.37209302325581395
