Fold 1,Fold 2,Fold 3,Fold 4,Fold 5,Fold 6,Fold 7,Fold 8
0.4,0.5945945945945946,0.5,0.7868020304568528,0.554140127388535,0.7298245614035088,0.5657142857142857,0.5199335548172758
