Fold 1,Fold 2,Fold 3,Fold 4,Fold 5,Fold 6,Fold 7,Fold 8
0.6571428571428571,0.6756756756756757,0.74,0.8341793570219966,0.8248407643312102,0.775438596491228,0.6685714285714286,0.7873754152823921
