Fold 1,Fold 2,Fold 3,Fold 4,Fold 5,Fold 6,Fold 7,Fold 8
0.5714285714285714,0.6486486486486487,0.52,0.8934010152284264,0.5875796178343949,0.7859649122807018,0.5742857142857143,0.6112956810631229
0.5142857142857142,0.5675675675675675,0.48,0.8900169204737732,0.5987261146496815,0.7789473684210526,0.5371428571428571,0.6395348837209303
0.6,0.5945945945945946,0.44,0.8967851099830795,0.5636942675159236,0.7894736842105263,0.5857142857142857,0.6478405315614618
0.5714285714285714,0.6216216216216216,0.54,0.8984771573604061,0.5668789808917197,0.7859649122807018,0.5514285714285714,0.6146179401993356
0.5714285714285714,0.5945945945945946,0.58,0.9018612521150592,0.5270700636942676,0.5508771929824562,0.5828571428571429,0.6445182724252492
0.45714285714285713,0.5675675675675675,0.52,0.9120135363790186,0.5398089171974523,0.7578947368421053,0.5771428571428572,0.6146179401993356
0.4857142857142857,0.6216216216216216,0.52,0.9170896785109983,0.5143312101910829,0.5543859649122806,0.5428571428571428,0.8039867109634552
0.45714285714285713,0.5135135135135135,0.6,0.9170896785109983,0.5207006369426752,0.7263157894736842,0.6171428571428571,0.5880398671096345
0.6,0.5675675675675675,0.46,0.9069373942470389,0.5238853503184714,0.5929824561403508,0.6085714285714285,0.7840531561461794
0.4857142857142857,0.5675675675675675,0.5,0.9120135363790186,0.5398089171974523,0.7684210526315789,0.5857142857142857,0.6295681063122923
0.5428571428571428,0.4594594594594595,0.46,0.8950930626057529,0.5780254777070064,0.6982456140350877,0.58,0.782392026578073
0.4857142857142857,0.5945945945945946,0.46,0.883248730964467,0.5334394904458599,0.49122807017543857,0.6085714285714285,0.6810631229235881
0.5428571428571428,0.7027027027027027,0.62,0.9153976311336718,0.5955414012738853,0.6771929824561403,0.5314285714285715,0.6046511627906976
0.37142857142857144,0.5675675675675675,0.54,0.8934010152284264,0.5366242038216561,0.7894736842105263,0.6171428571428571,0.7491694352159468
0.4857142857142857,0.5675675675675675,0.48,0.8849407783417935,0.5461783439490446,0.8210526315789474,0.5485714285714286,0.5647840531561462
0.5142857142857142,0.5945945945945946,0.52,0.8934010152284264,0.5557324840764332,0.8701754385964913,0.6142857142857143,0.8205980066445183
0.5714285714285714,0.6486486486486487,0.5,0.9103214890016921,0.5605095541401274,0.5228070175438596,0.5285714285714286,0.6345514950166113
0.5142857142857142,0.40540540540540543,0.5,0.8967851099830795,0.5493630573248408,0.8035087719298246,0.5971428571428572,0.659468438538206
0.45714285714285713,0.5675675675675675,0.46,0.8950930626057529,0.5334394904458599,0.5614035087719298,0.5171428571428571,0.5498338870431894
0.42857142857142855,0.6216216216216216,0.52,0.883248730964467,0.5684713375796179,0.5473684210526316,0.6,0.8189368770764119
0.5714285714285714,0.6756756756756757,0.52,0.8883248730964467,0.5207006369426752,0.5859649122807018,0.5342857142857143,0.8156146179401993
0.4857142857142857,0.5405405405405406,0.52,0.8900169204737732,0.5302547770700637,0.5157894736842106,0.5685714285714286,0.6677740863787376
0.5142857142857142,0.5675675675675675,0.52,0.9069373942470389,0.5700636942675159,0.5052631578947369,0.5257142857142857,0.6495016611295681
0.5714285714285714,0.5405405405405406,0.52,0.8967851099830795,0.5191082802547771,0.519298245614035,0.5428571428571428,0.7308970099667774
0.5714285714285714,0.5405405405405406,0.42,0.8950930626057529,0.5382165605095541,0.5017543859649123,0.4857142857142857,0.7275747508305648
0.4857142857142857,0.5135135135135135,0.5,0.8900169204737732,0.552547770700637,0.5403508771929825,0.58,0.6378737541528239
0.4857142857142857,0.6216216216216216,0.54,0.9052453468697124,0.5573248407643312,0.519298245614035,0.56,0.6744186046511628
0.42857142857142855,0.5405405405405406,0.54,0.9103214890016921,0.5063694267515924,0.8035087719298246,0.5657142857142857,0.7009966777408638
